ID_Venda;Data;Cliente;Produto;Categoria;Valor_Unitario;Quantidade;Total_Venda;Desconto_Pct;Status;Cidade;Vendedor
15999;27/11/2024;Cliente_4208;Teclado Mecânico;Periféricos;660,43;dez;8346,03;0,6;Concluída;Porto Alegre;Maria
16000;2024-03-27;Cliente_7513;iPhone 15;Periféricos;611,43;11;1129,33;6,6;Cancelada;Curitiba;Ana
16001;16-01-2024;Cliente_9000;Monitor LG;Eletrônicos;1244,61;5;7548,38;5,6;Pendente;Rio de Janeiro;Pedro
16002;2024-11-25;Cliente_3945;Monitor LG;Acessórios;8894,59;13;3218,28;13,1;Concluída;Curitiba;Ana
16003;inválida;Cliente_2179;iPhone 15;Periféricos;4556,64;15;11341,33;4,5;Pendente;Curitiba;João
16004;2024-11-14;Cliente_7468;Monitor LG;Eletrônicos;;11;14105,32;28,5;Concluída;Porto Alegre;Pedro
16005;2024-03-25;Cliente_5139;Notebook Dell;Periféricos;8705,96;10;14326,67;8,2;Pendente;Belo Horizonte;Ana
16006;2024-08-03;Cliente_3053;Monitor LG;Periféricos;3837,69;3;1490,41;24,9;Cancelada;Porto Alegre;Pedro
16007;29-05-2024;Cliente_8103;Monitor LG;Acessórios;6213,79;11;4971,48;23,0;;Rio de Janeiro;Carlos
16008;17/04/2024;Cliente_2352;Mouse Logitech;Eletrônicos;6189,73;9;3967,98;29,1;Concluída;Porto Alegre;Maria
16009;15/08/2024;Cliente_7427;Mouse Logitech;Periféricos;3407,36;11;11609,26;19,2;Concluída;Rio de Janeiro;Ana
16010;inválida;Cliente_7801;Teclado Mecânico;Acessórios;8048,92;5;1062,87;24,5;;Porto Alegre;Carlos
16011;2024-07-15;Cliente_7886;iPhone 15;Eletrônicos;7467,31;7;537,37;23,3;Pendente;Rio de Janeiro;Maria
16012;03-04-2024;Cliente_5498;iPhone 15;Periféricos;8869,22;2;9223,97;26,9;Pendente;Belo Horizonte;Pedro
16013;19-04-2024;Cliente_8920;Monitor LG;Periféricos;8381,11;8;5814,35;5,4;Concluída;Belo Horizonte;Ana
16014;24-11-2024;Cliente_2085;Mouse Logitech;Eletrônicos;4482,14;9;9843,96;13,0;Cancelada;Porto Alegre;Maria
16015;2024-02-14;Cliente_1478;Notebook Dell;Periféricos;2889,55;12;11143,38;3,1;Concluída;Rio de Janeiro;Pedro
16016;17-02-2024;Cliente_9007;Mouse Logitech;Acessórios;1767,66;9;9020,91;13,6;Concluída;Curitiba;Carlos
16017;inválida;Cliente_4602;Mouse Logitech;Acessórios;;13;14605,55;18,4;Cancelada;São Paulo;Ana
16018;03-10-2024;Cliente_6678;Mouse Logitech;Acessórios;7822,99;dez;14197,45;0,1;Pendente;Rio de Janeiro;Ana
16019;2024-03-17;Cliente_3997;Mouse Logitech;Eletrônicos;1688,93;5;2838,75;26,3;Cancelada;São Paulo;João
16020;2024-03-16;Cliente_8257;Monitor LG;Acessórios;5401,88;2;11951,09;4,5;Cancelada;Belo Horizonte;Carlos
16021;2024-07-04;Cliente_6597;Monitor LG;Acessórios;2928,99;4;10305,99;16,6;Pendente;Curitiba;Carlos
16022;2024-10-15;Cliente_7886;iPhone 15;Eletrônicos;2665,98;15;11017,36;22,3;Pendente;Curitiba;João
16023;31-07-2024;Cliente_7007;iPhone 15;Eletrônicos;6460,93;13;6311,67;15,5;Concluída;Curitiba;João
16024;inválida;Cliente_3214;Mouse Logitech;Periféricos;1563,95;4;11547,12;11,3;;São Paulo;Pedro
16025;2024-01-12;Cliente_1408;iPhone 15;Eletrônicos;8346,68;8;14769,54;26,1;Cancelada;Belo Horizonte;Maria
16026;19/03/2024;Cliente_9908;Mouse Logitech;Acessórios;2970,42;15;5079,1;7,4;;Belo Horizonte;João
16027;2024-03-09;Cliente_5062;Teclado Mecânico;Periféricos;1654,18;14;6985,31;19,4;Cancelada;Rio de Janeiro;Maria
16028;14/03/2024;Cliente_2743;Teclado Mecânico;Acessórios;6728,16;12;7110,21;14,3;;Curitiba;Pedro
16029;2024-11-30;Cliente_4158;Notebook Dell;Periféricos;8584,91;15;10499,29;1,5;;Belo Horizonte;Carlos
16030;2024-03-01;Cliente_1187;iPhone 15;Eletrônicos;;15;12498,7;12,6;Concluída;Rio de Janeiro;Ana
16031;inválida;Cliente_1084;Monitor LG;Periféricos;6686,78;9;1898,96;12,1;Pendente;São Paulo;Carlos
16032;23/10/2024;Cliente_2232;Mouse Logitech;Acessórios;8450,69;1;2411,43;20,1;;Rio de Janeiro;Pedro
16033;18/03/2024;Cliente_7328;Mouse Logitech;Acessórios;8475,86;2;3270,93;6,1;Cancelada;Curitiba;Ana
16034;2024-04-26;Cliente_2311;Monitor LG;Acessórios;5282,91;5;8672,8;13,3;Pendente;Belo Horizonte;Pedro
16035;13-12-2024;Cliente_9599;Monitor LG;Eletrônicos;4010,64;4;14936,98;14,4;Cancelada;Curitiba;Carlos
16036;29/01/2024;Cliente_4624;Mouse Logitech;Eletrônicos;8702,27;12;8460,92;16,6;Concluída;Rio de Janeiro;Ana
16037;2024-12-28;Cliente_3924;Monitor LG;Periféricos;7752,54;dez;14459,03;13,2;;Curitiba;Ana
16038;inválida;Cliente_2484;Monitor LG;Eletrônicos;3614,39;6;10381,16;28,8;Concluída;Belo Horizonte;Ana
16039;31-12-2024;Cliente_6415;Monitor LG;Acessórios;3389,41;6;7733,88;0,1;Pendente;São Paulo;Carlos
16040;17-11-2024;Cliente_3594;iPhone 15;Acessórios;121,4;1;6314,54;3,0;Cancelada;Porto Alegre;João
16041;17/08/2024;Cliente_1765;iPhone 15;Periféricos;6744,65;10;13796,06;17,7;Cancelada;São Paulo;Pedro
16042;09-12-2024;Cliente_1973;Notebook Dell;Eletrônicos;5807,95;11;930,59;20,2;;São Paulo;Pedro
16043;2024-05-23;Cliente_9065;Monitor LG;Eletrônicos;;6;9156,35;11,8;Pendente;Porto Alegre;Ana
16044;16-08-2024;Cliente_5836;Monitor LG;Eletrônicos;471,82;5;12504,0;24,5;Pendente;Curitiba;Carlos
16045;inválida;Cliente_2138;Mouse Logitech;Acessórios;8181,06;5;6726,14;25,2;Pendente;Porto Alegre;Maria
16046;12/05/2024;Cliente_7278;Teclado Mecânico;Periféricos;1846,91;6;5447,2;28,5;Concluída;Porto Alegre;Carlos
16047;2024-11-17;Cliente_7185;iPhone 15;Eletrônicos;3606,64;5;10435,53;17,2;Pendente;Curitiba;Maria
16048;2024-08-03;Cliente_5387;Mouse Logitech;Periféricos;3032,91;10;6125,55;15,4;;Rio de Janeiro;Ana
16049;2024-06-09;Cliente_4453;Notebook Dell;Eletrônicos;3719,97;10;7330,76;1,3;;Curitiba;Ana
16050;13-04-2024;Cliente_1617;iPhone 15;Acessórios;4745,7;6;12711,95;11,5;Cancelada;Belo Horizonte;Ana
16051;25/09/2024;Cliente_7189;Mouse Logitech;Periféricos;845,66;3;13908,24;0,4;;Belo Horizonte;Ana
16052;inválida;Cliente_1396;Mouse Logitech;Eletrônicos;6728,44;11;12285,35;7,6;;Rio de Janeiro;Maria
16053;15-11-2024;Cliente_5862;Mouse Logitech;Acessórios;3918,78;6;6164,25;12,9;Cancelada;São Paulo;Pedro
16054;2024-01-21;Cliente_3430;Teclado Mecânico;Periféricos;6522,95;10;6649,22;11,4;;Rio de Janeiro;Ana
16055;2024-04-17;Cliente_4852;Teclado Mecânico;Acessórios;334,25;9;13775,37;16,9;;Porto Alegre;Pedro
16056;20/09/2024;Cliente_2579;iPhone 15;Acessórios;;dez;6992,16;10,5;Pendente;Rio de Janeiro;Maria
16057;29-06-2024;Cliente_7517;iPhone 15;Acessórios;444,84;5;697,79;26,0;Concluída;Porto Alegre;Maria
16058;2024-02-03;Cliente_9040;Monitor LG;Acessórios;7812,05;12;8472,71;21,3;;Rio de Janeiro;Pedro
16059;inválida;Cliente_3298;iPhone 15;Eletrônicos;5637,41;10;4990,42;22,9;;Rio de Janeiro;Pedro
16060;30-01-2024;Cliente_4477;Teclado Mecânico;Acessórios;8461,12;12;575,5;7,6;Cancelada;São Paulo;João
16061;2024-10-24;Cliente_3141;Notebook Dell;Periféricos;8849,36;11;7463,07;17,7;Cancelada;Curitiba;João
16062;08-07-2024;Cliente_5926;Teclado Mecânico;Periféricos;5100,7;3;6837,44;23,8;;Rio de Janeiro;João
16063;07-11-2024;Cliente_7258;iPhone 15;Periféricos;2556,24;5;10039,54;11,9;Cancelada;Rio de Janeiro;Maria
16064;2024-11-17;Cliente_5130;iPhone 15;Acessórios;4761,43;5;164,48;22,0;;Curitiba;Pedro
16065;2024-03-26;Cliente_5600;iPhone 15;Acessórios;913,53;10;7137,87;10,2;Cancelada;Curitiba;Ana
16066;inválida;Cliente_8769;Notebook Dell;Eletrônicos;3762,2;9;8759,8;24,7;;Belo Horizonte;Pedro
16067;2024-09-15;Cliente_2895;Notebook Dell;Eletrônicos;6802,23;4;4259,73;17,5;Cancelada;Curitiba;João
16068;08-10-2024;Cliente_1624;Notebook Dell;Eletrônicos;5367,99;11;2785,53;15,0;Cancelada;Belo Horizonte;Ana
16069;2024-08-14;Cliente_7238;Teclado Mecânico;Eletrônicos;;10;1419,65;28,0;Pendente;São Paulo;Maria
16070;15-04-2024;Cliente_1790;Notebook Dell;Acessórios;6935,9;3;9375,54;23,8;Cancelada;Belo Horizonte;Maria
16071;12/01/2024;Cliente_7446;Mouse Logitech;Acessórios;8126,83;12;5805,92;6,0;Cancelada;Rio de Janeiro;Ana
16072;09-01-2024;Cliente_2004;Monitor LG;Eletrônicos;3150,47;3;7567,82;25,8;Pendente;Rio de Janeiro;João
16073;inválida;Cliente_8046;Monitor LG;Acessórios;3739,45;13;4395,32;22,7;;Curitiba;Carlos
16074;10/02/2024;Cliente_8441;Teclado Mecânico;Eletrônicos;3615,1;14;13970,84;29,8;Cancelada;Rio de Janeiro;João
16075;01-05-2024;Cliente_4881;Teclado Mecânico;Acessórios;1856,37;dez;1620,63;2,7;;Porto Alegre;João
16076;23-07-2024;Cliente_9051;iPhone 15;Eletrônicos;6241,48;4;14909,53;8,3;Pendente;Curitiba;Ana
16077;25/02/2024;Cliente_8424;iPhone 15;Eletrônicos;5014,73;15;3294,58;18,2;;Curitiba;Pedro
16078;28-02-2024;Cliente_9656;Mouse Logitech;Eletrônicos;1549,82;15;14932,59;9,7;;Porto Alegre;Pedro
16079;07-12-2024;Cliente_9710;Monitor LG;Periféricos;3046,3;8;11728,79;17,4;;Porto Alegre;Maria
16080;inválida;Cliente_3695;Notebook Dell;Periféricos;2002,51;5;12409,39;10,9;;Curitiba;João
16081;19-06-2024;Cliente_2186;Teclado Mecânico;Periféricos;1941,64;15;12986,9;13,2;Concluída;Belo Horizonte;Carlos
16082;15-02-2024;Cliente_5188;Teclado Mecânico;Eletrônicos;;7;3745,31;14,2;Concluída;Belo Horizonte;Pedro
16083;06/10/2024;Cliente_3002;iPhone 15;Periféricos;4087,33;14;8679,05;28,6;;Curitiba;Carlos
16084;20-03-2024;Cliente_9902;Notebook Dell;Periféricos;5525,84;7;13125,76;26,0;Concluída;Porto Alegre;Pedro
16085;27-11-2024;Cliente_2931;Monitor LG;Acessórios;4204,97;5;13414,57;15,3;Pendente;São Paulo;Pedro
16086;24-09-2024;Cliente_1644;Teclado Mecânico;Eletrônicos;8941,8;9;3170,51;3,6;Cancelada;Belo Horizonte;Ana
16087;inválida;Cliente_1982;Teclado Mecânico;Periféricos;6677,44;12;13665,97;0,5;;Belo Horizonte;João
16088;20-02-2024;Cliente_8522;Monitor LG;Periféricos;6429,22;12;13878,0;27,3;Pendente;Porto Alegre;Carlos
16089;09/03/2024;Cliente_3636;Mouse Logitech;Eletrônicos;6897,26;8;13847,33;9,4;;Curitiba;Pedro
16090;2024-11-28;Cliente_1416;Teclado Mecânico;Periféricos;6571,17;6;14787,49;1,2;;Belo Horizonte;Ana
16091;2024-01-04;Cliente_9253;iPhone 15;Periféricos;2427,87;13;1200,28;21,3;Pendente;Curitiba;Ana
16092;17-07-2024;Cliente_5214;Teclado Mecânico;Acessórios;3616,62;12;14384,81;27,4;Concluída;Belo Horizonte;Pedro
16093;01/11/2024;Cliente_8715;Monitor LG;Periféricos;6313,36;13;13229,61;27,3;Cancelada;Belo Horizonte;Ana
16094;inválida;Cliente_9733;Teclado Mecânico;Acessórios;3608,06;dez;423,2;6,6;Cancelada;Rio de Janeiro;Pedro
16095;20-08-2024;Cliente_1761;Notebook Dell;Acessórios;;4;2577,47;17,9;Concluída;Porto Alegre;Pedro
16096;08/03/2024;Cliente_2715;iPhone 15;Eletrônicos;6445,49;12;7902,02;28,8;;Curitiba;João
16097;03/09/2024;Cliente_2556;Notebook Dell;Eletrônicos;8848,91;3;5399,47;18,5;Pendente;Belo Horizonte;Pedro
16098;28-10-2024;Cliente_8472;iPhone 15;Acessórios;370,41;6;1133,23;25,6;Cancelada;Rio de Janeiro;Carlos
16099;2024-03-14;Cliente_1998;Teclado Mecânico;Acessórios;4961,36;10;12556,38;19,9;Pendente;Porto Alegre;Carlos
16100;10-10-2024;Cliente_6649;Teclado Mecânico;Eletrônicos;8529,95;5;13335,85;29,5;;Belo Horizonte;João
16101;inválida;Cliente_7401;iPhone 15;Acessórios;6857,64;2;1890,46;8,1;Concluída;São Paulo;João
16102;20-05-2024;Cliente_5447;Mouse Logitech;Eletrônicos;563,13;14;10556,66;13,2;;Curitiba;Pedro
16103;18-09-2024;Cliente_8617;Teclado Mecânico;Periféricos;6055,67;5;13392,42;3,6;Cancelada;Rio de Janeiro;João
16104;11-08-2024;Cliente_8021;Notebook Dell;Eletrônicos;6756,62;1;11845,17;12,9;Concluída;São Paulo;João
16105;04-06-2024;Cliente_6423;iPhone 15;Acessórios;3187,59;13;13087,64;0,5;Pendente;São Paulo;Carlos
16106;20/08/2024;Cliente_9836;Teclado Mecânico;Eletrônicos;3945,38;6;11157,32;10,4;Pendente;Curitiba;João
16107;04-05-2024;Cliente_7068;Mouse Logitech;Acessórios;3660,03;8;10925,03;7,3;Cancelada;Rio de Janeiro;Pedro
16108;inválida;Cliente_8447;Teclado Mecânico;Periféricos;;6;10259,38;19,6;Cancelada;Belo Horizonte;João
16109;2024-08-03;Cliente_6974;Notebook Dell;Acessórios;2704,77;10;10326,88;7,1;Pendente;Rio de Janeiro;Ana
16110;2024-06-16;Cliente_8370;Teclado Mecânico;Eletrônicos;4868,11;13;6986,62;22,4;Cancelada;Belo Horizonte;Ana
16111;18-09-2024;Cliente_1348;Monitor LG;Periféricos;5756,68;10;9565,73;27,8;Concluída;Belo Horizonte;Maria
16112;30-07-2024;Cliente_4690;Mouse Logitech;Periféricos;4363,49;6;3424,44;20,9;Concluída;Belo Horizonte;Ana
16113;25/04/2024;Cliente_4685;Monitor LG;Periféricos;8450,66;dez;5265,03;6,7;Cancelada;São Paulo;Carlos
16114;2024-06-22;Cliente_7528;Notebook Dell;Periféricos;138,38;14;3174,64;15,2;;Belo Horizonte;João
16115;inválida;Cliente_8555;Monitor LG;Eletrônicos;1736,58;6;10093,85;20,7;Pendente;Belo Horizonte;Maria
16116;2024-01-07;Cliente_6246;iPhone 15;Periféricos;6861,26;10;169,59;6,6;;Porto Alegre;Pedro
16117;14/08/2024;Cliente_5579;Notebook Dell;Acessórios;7459,59;7;2250,36;12,5;Cancelada;Rio de Janeiro;Ana
16118;21/02/2024;Cliente_9015;Mouse Logitech;Acessórios;5585,77;15;13298,75;8,6;Pendente;São Paulo;Ana
16119;02/12/2024;Cliente_2361;Mouse Logitech;Periféricos;7130,65;6;13832,77;3,3;;Curitiba;Ana
16120;2024-02-21;Cliente_1339;Teclado Mecânico;Eletrônicos;3328,41;2;12704,89;20,3;Cancelada;Curitiba;Maria
16121;2024-06-17;Cliente_4562;Monitor LG;Eletrônicos;;4;1123,67;25,4;;Curitiba;Maria
16122;inválida;Cliente_8914;Mouse Logitech;Eletrônicos;3547,63;2;9174,91;18,4;;Porto Alegre;Carlos
16123;2024-12-14;Cliente_9671;Monitor LG;Periféricos;3632,92;3;5523,43;16,5;Concluída;Porto Alegre;Ana
16124;13-08-2024;Cliente_5626;iPhone 15;Periféricos;4325,34;14;5222,33;6,6;Pendente;Rio de Janeiro;Carlos
16125;2024-01-17;Cliente_9846;iPhone 15;Periféricos;3143,42;9;5172,01;9,4;Concluída;Porto Alegre;Ana
16126;06-03-2024;Cliente_7589;Mouse Logitech;Acessórios;3282,63;1;12387,34;5,2;;Porto Alegre;Ana
16127;17-02-2024;Cliente_6152;Mouse Logitech;Periféricos;6292,09;15;1098,22;13,1;;Curitiba;Pedro
16128;01-09-2024;Cliente_3658;Teclado Mecânico;Acessórios;6924,12;2;12065,33;23,8;Pendente;Belo Horizonte;João
16129;inválida;Cliente_4558;Teclado Mecânico;Eletrônicos;3739,61;15;12444,73;25,6;Cancelada;Porto Alegre;Pedro
16130;23-04-2024;Cliente_1704;Notebook Dell;Periféricos;5192,7;12;2082,0;27,6;Concluída;Porto Alegre;Carlos
16131;20-05-2024;Cliente_9815;Teclado Mecânico;Periféricos;5866,6;14;2649,66;14,8;Pendente;Curitiba;Pedro
16132;2024-05-23;Cliente_1073;iPhone 15;Periféricos;8087,32;dez;202,87;24,1;Pendente;Porto Alegre;João
16133;2024-01-23;Cliente_5735;Teclado Mecânico;Acessórios;7011,46;12;11113,65;13,8;;São Paulo;Carlos
16134;07-07-2024;Cliente_6174;Monitor LG;Acessórios;;2;8464,86;6,3;Concluída;Belo Horizonte;Carlos
16135;02/10/2024;Cliente_4506;Teclado Mecânico;Periféricos;3187,54;2;10008,04;24,4;Concluída;Rio de Janeiro;Maria
16136;inválida;Cliente_4171;Notebook Dell;Eletrônicos;7679,41;6;13504,89;0,4;Cancelada;Rio de Janeiro;João
16137;08/06/2024;Cliente_5334;Notebook Dell;Eletrônicos;4774,69;4;7705,99;6,1;Cancelada;São Paulo;Pedro
16138;2024-06-06;Cliente_4473;iPhone 15;Eletrônicos;5947,95;9;7415,11;26,6;Pendente;São Paulo;Pedro
16139;27-01-2024;Cliente_1406;Monitor LG;Eletrônicos;6371,6;6;8949,91;18,5;Pendente;Porto Alegre;Maria
16140;25/12/2024;Cliente_5321;Notebook Dell;Eletrônicos;1097,6;13;1430,87;27,9;Concluída;Curitiba;Ana
16141;19/03/2024;Cliente_9922;Notebook Dell;Periféricos;7646,57;4;3708,43;26,4;;Curitiba;João
16142;2024-11-27;Cliente_3852;Monitor LG;Eletrônicos;1591,91;7;4717,82;14,1;Pendente;Curitiba;Ana
16143;inválida;Cliente_1426;Mouse Logitech;Periféricos;8013,21;1;14147,04;4,5;Cancelada;Porto Alegre;Maria
16144;24-07-2024;Cliente_8585;Mouse Logitech;Acessórios;5796,24;4;5544,16;5,6;;Rio de Janeiro;Maria
16145;15/08/2024;Cliente_1528;iPhone 15;Acessórios;826,4;9;991,72;15,4;Pendente;Porto Alegre;Pedro
16146;15-06-2024;Cliente_1035;Mouse Logitech;Periféricos;2036,1;5;7224,01;23,4;Cancelada;Belo Horizonte;Carlos
16147;20-07-2024;Cliente_1384;Teclado Mecânico;Periféricos;;7;8891,71;17,4;Pendente;Curitiba;Pedro
16148;04/11/2024;Cliente_3521;Notebook Dell;Acessórios;5315,36;13;6748,87;12,8;;Rio de Janeiro;João
16149;20-01-2024;Cliente_7433;iPhone 15;Periféricos;4334,94;15;10298,76;7,0;Cancelada;Porto Alegre;Ana
16150;inválida;Cliente_8677;Monitor LG;Acessórios;6803,02;8;6614,66;18,3;Concluída;Porto Alegre;João
16151;18-08-2024;Cliente_6726;Notebook Dell;Eletrônicos;8951,48;dez;9800,93;12,7;;São Paulo;Pedro
16152;16-08-2024;Cliente_6530;Teclado Mecânico;Eletrônicos;538,61;11;7262,19;11,9;;Belo Horizonte;Ana
16153;28/01/2024;Cliente_5290;Notebook Dell;Acessórios;5203,3;14;2996,88;14,0;Pendente;São Paulo;Carlos
16154;28-04-2024;Cliente_8318;Mouse Logitech;Periféricos;8082,8;8;5416,3;26,5;;Rio de Janeiro;João
16155;03-06-2024;Cliente_6688;Mouse Logitech;Eletrônicos;2454,82;5;13239,66;5,2;;São Paulo;Pedro
16156;2024-05-16;Cliente_4314;Monitor LG;Acessórios;3475,62;14;3722,41;26,8;Cancelada;Rio de Janeiro;Carlos
16157;inválida;Cliente_8113;Mouse Logitech;Acessórios;8771,72;11;9691,38;23,2;Cancelada;Rio de Janeiro;Ana
16158;2024-05-29;Cliente_5761;Teclado Mecânico;Eletrônicos;5030,36;2;5275,34;0,9;Concluída;São Paulo;Maria
16159;2024-07-29;Cliente_2464;Monitor LG;Periféricos;641,89;10;1953,54;16,2;Concluída;São Paulo;Carlos
16160;2024-10-21;Cliente_7953;Monitor LG;Eletrônicos;;14;1068,28;28,1;Pendente;Belo Horizonte;João
16161;13/01/2024;Cliente_4454;Notebook Dell;Acessórios;718,79;3;7967,07;29,0;Cancelada;Belo Horizonte;Maria
16162;04-08-2024;Cliente_9667;Notebook Dell;Eletrônicos;3335,93;5;7969,9;20,6;Cancelada;Porto Alegre;Maria
16163;2024-08-06;Cliente_3285;Mouse Logitech;Periféricos;6171,73;7;5715,75;26,1;Cancelada;Rio de Janeiro;Carlos
16164;inválida;Cliente_6595;Teclado Mecânico;Eletrônicos;7380,07;15;9472,09;13,5;;Belo Horizonte;Maria
16165;09/08/2024;Cliente_2321;Notebook Dell;Periféricos;2208,62;6;10196,49;13,4;;Belo Horizonte;Carlos
16166;09-03-2024;Cliente_2705;Teclado Mecânico;Eletrônicos;3768,89;10;9054,17;17,4;Pendente;São Paulo;Pedro
16167;2024-06-12;Cliente_8718;Monitor LG;Periféricos;7336,41;5;1208,94;15,3;Cancelada;Belo Horizonte;João
16168;2024-04-21;Cliente_3311;Monitor LG;Eletrônicos;5460,69;2;9224,07;13,9;Pendente;Porto Alegre;Maria
16169;16-09-2024;Cliente_4314;Notebook Dell;Eletrônicos;6152,34;6;9501,89;10,9;;Belo Horizonte;João
16170;16/04/2024;Cliente_1863;Teclado Mecânico;Eletrônicos;3929,46;dez;7762,37;4,3;Pendente;Rio de Janeiro;Ana
16171;inválida;Cliente_4153;Notebook Dell;Eletrônicos;8816,49;9;7912,34;6,8;Pendente;Rio de Janeiro;João
16172;2024-09-12;Cliente_6717;iPhone 15;Periféricos;4907,64;2;2301,3;21,3;;Porto Alegre;João
16173;19-08-2024;Cliente_9305;Monitor LG;Eletrônicos;;15;8201,18;21,9;;Rio de Janeiro;Maria
16174;23-03-2024;Cliente_3684;iPhone 15;Eletrônicos;212,96;3;6848,21;10,5;Concluída;Curitiba;Carlos
16175;26-12-2024;Cliente_2470;Monitor LG;Periféricos;3601,12;3;3531,85;13,4;Cancelada;Curitiba;Pedro
16176;16-03-2024;Cliente_8777;Teclado Mecânico;Eletrônicos;2920,04;12;9465,59;5,5;;Belo Horizonte;João
16177;12/08/2024;Cliente_3871;Notebook Dell;Eletrônicos;1058,78;12;10913,2;18,7;;Rio de Janeiro;Maria
16178;inválida;Cliente_7361;Notebook Dell;Eletrônicos;4584,07;3;2991,5;6,3;Pendente;Belo Horizonte;Ana
16179;20-07-2024;Cliente_4688;Monitor LG;Eletrônicos;186,06;3;10163,63;15,5;Cancelada;Curitiba;Maria
16180;16-04-2024;Cliente_5066;Monitor LG;Periféricos;6516,37;12;136,49;27,9;Pendente;Curitiba;Carlos
16181;20/01/2024;Cliente_1478;Monitor LG;Eletrônicos;932,28;10;282,74;4,1;Pendente;Curitiba;Ana
16182;16/10/2024;Cliente_9914;iPhone 15;Eletrônicos;8536,03;1;12416,2;6,9;Cancelada;Curitiba;Pedro
16183;18-06-2024;Cliente_1867;Monitor LG;Periféricos;8818,26;10;5206,09;28,2;;Rio de Janeiro;Ana
16184;07-07-2024;Cliente_5230;Notebook Dell;Eletrônicos;8120,52;6;12241,16;1,6;Cancelada;Porto Alegre;Maria
16185;inválida;Cliente_1213;iPhone 15;Periféricos;2191,9;8;3893,54;6,5;Cancelada;Porto Alegre;Carlos
16186;24/11/2024;Cliente_9769;Teclado Mecânico;Eletrônicos;;6;7094,78;9,7;Pendente;Rio de Janeiro;João
16187;26/04/2024;Cliente_9446;Mouse Logitech;Eletrônicos;3367,73;1;7071,99;15,8;Pendente;Curitiba;Pedro
16188;2024-03-30;Cliente_8032;iPhone 15;Eletrônicos;5815,29;3;1925,67;22,6;Pendente;Belo Horizonte;Pedro
16189;2024-02-16;Cliente_2295;Notebook Dell;Eletrônicos;1401,95;dez;11501,49;26,1;Pendente;Curitiba;Pedro
16190;09/07/2024;Cliente_2758;Notebook Dell;Periféricos;1184,8;8;11863,68;0,2;Cancelada;Curitiba;Maria
16191;2024-10-08;Cliente_3724;Monitor LG;Periféricos;5825,07;13;10459,55;26,4;Pendente;Porto Alegre;Maria
16192;inválida;Cliente_7018;Mouse Logitech;Acessórios;1473,03;13;261,14;6,0;Concluída;Belo Horizonte;João
16193;10-05-2024;Cliente_9226;Notebook Dell;Periféricos;2431,52;2;14787,59;29,2;Cancelada;Rio de Janeiro;Carlos
16194;06-05-2024;Cliente_1339;Notebook Dell;Eletrônicos;625,28;10;5452,2;3,1;Cancelada;Porto Alegre;Maria
16195;2024-08-09;Cliente_5957;iPhone 15;Acessórios;458,54;13;14524,07;10,1;Pendente;Belo Horizonte;Maria
16196;2024-01-13;Cliente_5989;Notebook Dell;Eletrônicos;5278,24;8;12614,99;27,1;;Porto Alegre;Maria
16197;2024-04-16;Cliente_4795;Mouse Logitech;Acessórios;1584,64;13;10321,64;27,1;Cancelada;Rio de Janeiro;Ana
16198;2024-05-29;Cliente_1984;iPhone 15;Eletrônicos;7535,8;6;5929,05;1,5;;São Paulo;Pedro
16199;inválida;Cliente_7517;Mouse Logitech;Acessórios;;13;11200,03;22,8;Concluída;São Paulo;João
16200;2024-05-10;Cliente_6219;Monitor LG;Periféricos;3871,77;7;4314,43;18,6;Concluída;Curitiba;Pedro
16201;31-03-2024;Cliente_8609;iPhone 15;Periféricos;8646,43;11;1548,58;28,9;Concluída;Curitiba;Carlos
16202;2024-03-03;Cliente_8925;Notebook Dell;Eletrônicos;938,83;14;10804,63;17,0;;Curitiba;Maria
16203;19-11-2024;Cliente_3078;Notebook Dell;Acessórios;6006,33;1;3876,16;24,8;Pendente;Rio de Janeiro;Maria
16204;01-07-2024;Cliente_2519;Teclado Mecânico;Acessórios;3748,97;10;8481,72;16,1;Pendente;Curitiba;Carlos
16205;25-05-2024;Cliente_2637;Mouse Logitech;Acessórios;7741,1;4;10854,0;22,1;;Rio de Janeiro;Pedro
16206;inválida;Cliente_3187;Monitor LG;Eletrônicos;5533,84;4;3151,3;10,5;Concluída;Rio de Janeiro;Carlos
16207;2024-09-06;Cliente_8294;Notebook Dell;Eletrônicos;3813,28;8;3716,84;14,6;Pendente;Curitiba;Carlos
16208;08/11/2024;Cliente_2753;Monitor LG;Acessórios;8051,46;dez;1647,63;2,1;Cancelada;Curitiba;Pedro
16209;05/08/2024;Cliente_7630;iPhone 15;Eletrônicos;193,96;4;7723,17;28,9;;Belo Horizonte;Ana
16210;14/08/2024;Cliente_9462;iPhone 15;Periféricos;4080,48;15;2336,75;23,5;;Belo Horizonte;Maria
16211;21/06/2024;Cliente_2731;iPhone 15;Acessórios;1646,84;3;1719,7;5,2;Pendente;Curitiba;Maria
16212;23/03/2024;Cliente_1012;Monitor LG;Eletrônicos;;9;2847,53;10,5;Cancelada;São Paulo;Pedro
16213;inválida;Cliente_9696;Monitor LG;Periféricos;1837,68;7;8422,17;23,8;;Rio de Janeiro;João
16214;06/12/2024;Cliente_2552;Notebook Dell;Acessórios;7384,94;5;10848,12;4,7;;Porto Alegre;Carlos
16215;26-07-2024;Cliente_8436;Mouse Logitech;Periféricos;7692,33;8;5856,39;5,8;Cancelada;Porto Alegre;Ana
