ID_Venda;Data;Cliente;Produto;Categoria;Regiao;Canal_Venda;Vendedor;Cidade;Valor_Unitario;Quantidade;Desconto_Pct;Total_Venda;Status;Nota_Cliente;Prazo_Entrega;Margem_Pct
18445;15-Jun-2024;CLI-77461;Notebook Dell;Eletrônicos;Sudeste;Online;Pedro;Curitiba;7791,91;five;22,1;84978,57;;2,7;14;19,7
18446;16/03/2024;CLI-55060;Monitor LG;Acessórios;Sul;Loja Física;Maria;Belo Horizonte;5824,8;11;25,3;47862,38;Pendente;3,7;24;39,6
18447;2024-02-21;CLI-51859;Monitor LG;Eletrônicos;Nordeste;Loja Física;Ana;Curitiba;8374,95;13;10,5;97442,54;Concluída;3,8;15;41,6
18448;29/06/2024;CLI-47527;Monitor LG;Acessórios;Nordeste;Loja Física;João;Belo Horizonte;;14;24,9;42722,59;Cancelada;2,0;25;32,9
18449;2024-03-24;CLI-72155;Teclado Mecânico;Periféricos;Sudeste;Televendas;Pedro;Curitiba;6091,66;6;23,7;27887,62;Cancelada;3,3;20;13,2
18450;2024-10-25;CLI-48438;Mouse Logitech;Periféricos;Sul;Revendedor;Ana;Belo Horizonte;6570,09;dez;13,2;79839,73;Pendente;2,2;20;42,1
18451;2024/06/15 14:30:00;CLI-62696;Teclado Mecânico;Eletrônicos;Sudeste;Loja Física;Pedro;Belo Horizonte;4271,9;11;24,8;35337,16;Concluída;1,6;16;
18452;27-10-2024;CLI-90286;Monitor LG;Acessórios;Norte;Loja Física;Carlos;Curitiba;2371,48;1;24,2;1797,58;Concluída;3,2;12;16,2
18453;31-01-2024;CLI-95216;Mouse Logitech;Periféricos;Nordeste;Loja Física;João;Curitiba;4493,89;8;27,3;26136,46;Pendente;4,3;8;29,4
18454;2024-06-19;CLI-43897;Monitor LG;Periféricos;Norte;Revendedor;Carlos;Belo Horizonte;4115,13;6;9,1;22443,92;Pendente;1,3;17;8,7
18455;11-05-2024;CLI-16939;Teclado Mecânico;Periféricos;Norte;Loja Física;Pedro;Curitiba;7612,61;15;3,3;110420,91;Cancelada;3,1;21;25,0
18456;2024-06-13;CLI-78450;iPhone 15;Eletrônicos;Norte;Revendedor;Pedro;São Paulo;1273,36;4;22,1;3967,79;Cancelada;2,8;20;33,5
18457;2024-02-29;CLI-40720;iPhone 15;Eletrônicos;Sudeste;Loja Física;Pedro;Porto Alegre;5646,66;2;3,6;10886,76;Cancelada;1,3;2;26,0
18458;06/06/2024;CLI-43969;Mouse Logitech;Periféricos;Sudeste;Loja Física;Ana;Rio de Janeiro;4442,42;2;2,7;8644,95;Concluída;4,0;1;25,2
18459;20/09/2024;CLI-55905;Teclado Mecânico;Acessórios;Sul;Revendedor;Maria;Belo Horizonte;3535,7;9;28,8;22656,77;Concluída;3,6;18;43,8
18460;inválida;CLI-18282;Mouse Logitech;Eletrônicos;Centro-Oeste;Online;Maria;São Paulo;2417,7;1;13,7;2086,48;Concluída;4,4;11;11,9
18461;2024-03-25;CLI-98911;Notebook Dell;Eletrônicos;Sudeste;Loja Física;Carlos;Porto Alegre;;15;3,6;52171,25;Concluída;2,9;12;35,5
18462;2024-11-29;CLI-86876;Monitor LG;Periféricos;Nordeste;Loja Física;Carlos;Porto Alegre;5968,73;7;28,4;29915,27;Concluída;2,5;29;34,4
18463;14-02-2024;CLI-52766;Teclado Mecânico;Periféricos;Nordeste;Televendas;João;Rio de Janeiro;7450,36;9;20,6;53240,27;Concluída;2,3;25;16,3
18464;2024-09-20;CLI-29973;Notebook Dell;Periféricos;Nordeste;Revendedor;Carlos;São Paulo;6227,73;12.0;28,9;13283,75;Concluída;2,1;16;24,0
18465;28-02-2024;CLI-75594;Notebook Dell;Eletrônicos;Norte;Online;João;Curitiba;3280,05;2;5,0;6232,1;Cancelada;3,6;25;5,6
18466;07-08-2024;CLI-45595;Mouse Logitech;Acessórios;Sudeste;Revendedor;Ana;Curitiba;6993,04;15;4,1;100594,88;Pendente;4,0;1;19,2
18467;07/04/2024;CLI-38530;Monitor LG;Acessórios;Nordeste;Revendedor;Ana;Porto Alegre;2387,05;10;0,5;23751,15;Pendente;3,9;3;28,8
18468;13-06-2024;CLI-33820;Monitor LG;Acessórios;Centro-Oeste;Loja Física;Carlos;São Paulo;3403,59;11;24,6;28229,38;Cancelada;1,8;12;41,4
18469;inválida;CLI-39823;Mouse Logitech;Acessórios;Sudeste;Online;Ana;Curitiba;6053,11;dez;1,0;5992,58;Concluída;2,9;18;10,6
18470;2024-03-30;CLI-71587;Teclado Mecânico;Periféricos;Sudeste;Loja Física;Maria;Curitiba;757,0;5;2,1;3705,51;Pendente;4,4;6;17,1
18471;2024-12-14;CLI-56194;Teclado Mecânico;Eletrônicos;Sudeste;Televendas;Ana;Porto Alegre;5291,99;2;20,9;8371,93;Pendente;1,8;26;33,7
18472;2024-11-01;CLI-46044;iPhone 15;Eletrônicos;Nordeste;Televendas;Ana;Rio de Janeiro;5955,05;1;14,8;15728,47;Cancelada;1,4;12;13,7
18473;2024-11-23;CLI-71933;Monitor LG;Acessórios;Centro-Oeste;Loja Física;João;Rio de Janeiro;3303,66;11;17,5;29980,71;Pendente;2,4;1;10,5
18474;03/11/2024;CLI-92113;Monitor LG;Periféricos;Sudeste;Televendas;Ana;Rio de Janeiro;;five;13,2;42420,83;Cancelada;1,9;16;24,8
18475;15-05-2024;CLI-16855;iPhone 15;Eletrônicos;Centro-Oeste;Loja Física;João;Belo Horizonte;2418,87;6;22,2;11291,29;Cancelada;3,0;3;9,2
18476;2024-12-19;CLI-46637;Mouse Logitech;Acessórios;Nordeste;Televendas;Maria;Rio de Janeiro;1808,48;13;23,4;18008,84;Pendente;3,5;13;33,2
18477;26-05-2024;CLI-61121;Monitor LG;Eletrônicos;Norte;Loja Física;João;Porto Alegre;1175,73;4;22,4;3649,47;Cancelada;2,8;2;41,6
18478;inválida;CLI-41119;Teclado Mecânico;Acessórios;Norte;Loja Física;Pedro;Rio de Janeiro;1267,12;14;0,8;17597,76;Concluída;3,8;23;22,4
18479;08/12/2024;CLI-63839;Notebook Dell;Acessórios;Norte;Revendedor;João;Porto Alegre;7171,07;2;13,7;12377,27;Concluída;2,8;7;21,1
18480;14/04/2024;CLI-24168;Teclado Mecânico;Periféricos;Sudeste;Revendedor;Maria;São Paulo;8040,71;6;2,7;46941,66;Cancelada;2,9;13;36,0
18481;2024-04-09;CLI-92573;Notebook Dell;Eletrônicos;Sul;Loja Física;Carlos;Belo Horizonte;4368,24;9;11,1;34950,29;Pendente;2,9;22;16,0
18482;2024-08-24;CLI-62848;Monitor LG;Periféricos;Sudeste;Online;Maria;Rio de Janeiro;1038,61;11;29,8;8020,15;Pendente;4,0;13;23,1
18483;24-06-2024;CLI-79747;Mouse Logitech;Periféricos;Sudeste;Televendas;Carlos;Curitiba;3865,62;1;4,7;3683,94;Pendente;2,2;8;31,5
18484;2024-10-31;CLI-33776;Monitor LG;Periféricos;Nordeste;Loja Física;Maria;Belo Horizonte;3079,89;8;28,3;17666,25;Cancelada;;12;37,8
18485;28-04-2024;CLI-22728;iPhone 15;Eletrônicos;Norte;Televendas;Pedro;Porto Alegre;5965,7;15;19,0;72483,26;Concluída;1,9;26;33,6
18486;2024-01-03;CLI-43563;Notebook Dell;Periféricos;Norte;Revendedor;Ana;São Paulo;2474,44;8;21,5;15539,48;Concluída;2,1;3;30,5
18487;inválida;CLI-94461;Teclado Mecânico;Eletrônicos;Sul;Online;João;Rio de Janeiro;;12;13,4;82027,38;Concluída;3,0;16;11,6
18488;2024-08-29;CLI-82907;iPhone 15;Periféricos;Norte;Online;Maria;Curitiba;1566,67;dez;24,6;4725,08;Cancelada;2,4;28;28,9
18489;15/04/2024;CLI-98150;Notebook Dell;Periféricos;Sul;Online;Maria;Curitiba;4328,65;8;24,1;26283,56;Concluída;4,8;5;29,7
18490;28/08/2024;CLI-96940;Teclado Mecânico;Periféricos;Norte;Loja Física;João;Belo Horizonte;942,09;14;20,6;10472,27;Pendente;3,0;9;25,6
18491;03/11/2024;CLI-88265;Notebook Dell;Periféricos;Sul;Online;Carlos;Porto Alegre;3079,33;6;26,0;13672,23;Cancelada;1,1;1;17,9
18492;2024/06/15 14:30:00;CLI-64599;iPhone 15;Eletrônicos;Sudeste;Revendedor;João;Curitiba;4362,86;14;17,3;50513,19;Pendente;2,9;19;
18493;14-06-2024;CLI-16061;Notebook Dell;Periféricos;Centro-Oeste;Revendedor;Carlos;São Paulo;1164,95;13;7,0;14084,25;Concluída;1,2;24;41,7
18494;17-03-2024;CLI-56707;Mouse Logitech;Periféricos;Sudeste;Televendas;Maria;Rio de Janeiro;8258,57;11;23,3;69677,56;Concluída;2,7;19;42,6
18495;2024-04-10;CLI-27570;Monitor LG;Eletrônicos;Sul;Televendas;Pedro;Curitiba;8871,07;10;6,5;82944,5;Pendente;2,6;14;30,3
18496;inválida;CLI-20231;iPhone 15;Periféricos;Sul;Televendas;João;Belo Horizonte;5799,29;12;20,2;55534,0;Cancelada;1,1;23;6,4
18497;10-01-2024;CLI-43345;iPhone 15;Periféricos;Norte;Online;Maria;Belo Horizonte;8944,17;14;6,7;116828,75;Pendente;2,4;23;41,1
18498;15-Jun-2024;CLI-16679;Notebook Dell;Acessórios;Nordeste;Loja Física;Carlos;Porto Alegre;1737,69;8;11,4;12316,75;;1,1;26;23,3
18499;01-10-2024;CLI-30388;Monitor LG;Acessórios;Sul;Revendedor;Pedro;Porto Alegre;7154,34;15;28,3;76944,93;Concluída;1,4;5;42,0
18500;2024-06-03;CLI-50141;Mouse Logitech;Acessórios;Sul;Online;Carlos;Curitiba;;11;21,1;70938,33;Pendente;2,3;29;40,7
18501;12/11/2024;CLI-10156;iPhone 15;Acessórios;Nordeste;Revendedor;João;São Paulo;732,01;12.0;9,1;8250,93;Pendente;2,5;1;16,3
18502;22-12-2024;CLI-34148;Teclado Mecânico;Periféricos;Norte;Revendedor;Pedro;Belo Horizonte;8708,59;2;24,8;13097,72;Concluída;2,6;16;25,0
18503;05/04/2024;CLI-26152;Notebook Dell;Eletrônicos;Sul;Revendedor;Pedro;Rio de Janeiro;7394,38;five;19,6;11890,16;Cancelada;2,6;25;24,2
18504;2024-05-25;CLI-12362;iPhone 15;Periféricos;Nordeste;Online;João;Rio de Janeiro;5193,8;5;28,1;18671,71;Cancelada;3,0;17;35,2
18505;inválida;CLI-73913;Mouse Logitech;Periféricos;Centro-Oeste;Revendedor;Pedro;São Paulo;6398,85;9;17,8;47338,69;Pendente;1,4;26;23,9
18506;2024-05-22;CLI-12267;iPhone 15;Eletrônicos;Norte;Loja Física;Maria;Rio de Janeiro;4215,24;11;11,7;40942,63;Cancelada;2,6;29;32,8
18507;18-04-2024;CLI-33836;iPhone 15;Eletrônicos;Sudeste;Revendedor;Pedro;Rio de Janeiro;5763,81;dez;19,1;23314,61;Pendente;1,5;8;11,3
18508;02-02-2024;CLI-16996;Notebook Dell;Eletrônicos;Sudeste;Loja Física;Maria;Belo Horizonte;3770,48;1;28,1;2710,98;Pendente;3,2;7;29,0
18509;05/08/2024;CLI-74278;iPhone 15;Periféricos;Sudeste;Revendedor;Ana;São Paulo;2791,76;12;17,4;27671,93;Concluída;1,8;15;32,5
18510;20-09-2024;CLI-48269;Teclado Mecânico;Periféricos;Nordeste;Revendedor;Carlos;Curitiba;1082,44;13;20,5;11187,02;Pendente;4,4;14;43,7
18511;07-04-2024;CLI-58719;Monitor LG;Acessórios;Sul;Televendas;Ana;São Paulo;2973,94;9;7,1;24865,11;Concluída;3,9;7;37,5
18512;15/06/2024;CLI-88468;Notebook Dell;Eletrônicos;Centro-Oeste;Loja Física;Pedro;Belo Horizonte;3437,27;5;29,1;12185,12;Concluída;1,1;21;26,0
18513;04/08/2024;CLI-49189;Teclado Mecânico;Eletrônicos;Nordeste;Revendedor;Maria;Curitiba;;2;14,9;2076,24;Pendente;3,1;10;42,5
18514;inválida;CLI-14242;Mouse Logitech;Eletrônicos;Centro-Oeste;Revendedor;Maria;Curitiba;6273,88;6;20,5;29926,41;Pendente;1,1;4;19,9
18515;2024-10-24;CLI-50020;Notebook Dell;Periféricos;Nordeste;Televendas;Maria;Curitiba;8430,91;1;5,1;8000,93;Concluída;3,0;15;25,1
18516;04/03/2024;CLI-92384;Notebook Dell;Periféricos;Nordeste;Online;João;Belo Horizonte;3224,9;6;10,9;17240,32;Concluída;3,3;28;23,4
18517;2024-07-31;CLI-48683;Monitor LG;Acessórios;Sul;Televendas;Ana;Rio de Janeiro;2517,32;12;2,8;61660,24;Cancelada;3,8;20;20,9
18518;2024-01-13;CLI-72200;Monitor LG;Eletrônicos;Norte;Televendas;João;Rio de Janeiro;1110,35;14;7,5;34509,67;Pendente;2,6;14;21,0
18519;2024-05-01;CLI-63884;Monitor LG;Periféricos;Sul;Televendas;Ana;São Paulo;6872,59;12;20,6;65482,04;Concluída;2,0;9;40,2
18520;30/12/2024;CLI-34272;Teclado Mecânico;Periféricos;Norte;Revendedor;Maria;Rio de Janeiro;5372,28;8;4,8;40915,28;Concluída;1,6;15;42,9
18521;2024-11-14;CLI-20504;Teclado Mecânico;Periféricos;Nordeste;Online;Maria;Belo Horizonte;6750,71;14;19,7;75891,48;Concluída;4,1;3;19,8
18522;30-07-2024;CLI-85746;iPhone 15;Periféricos;Nordeste;Televendas;Pedro;Porto Alegre;1628,33;15;11,4;21640,51;Cancelada;2,3;7;7,5
18523;inválida;CLI-72322;Teclado Mecânico;Eletrônicos;Sudeste;Televendas;João;Porto Alegre;7994,9;5;18,9;32419,32;Concluída;1,5;16;26,9
18524;2024-07-14;CLI-23738;Notebook Dell;Periféricos;Norte;Televendas;Maria;São Paulo;2404,07;12;16,5;24088,78;Cancelada;4,8;17;32,6
18525;2024-10-20;CLI-51224;Notebook Dell;Acessórios;Sul;Revendedor;João;Belo Horizonte;1012,13;11;10,6;9953,29;Concluída;4,9;20;40,0
18526;2024-01-06;CLI-75823;Notebook Dell;Acessórios;Sul;Televendas;João;São Paulo;;dez;21,8;32772,17;Concluída;4,2;8;40,3
18527;04/09/2024;CLI-36559;Notebook Dell;Eletrônicos;Sul;Televendas;Carlos;São Paulo;3343,18;5;15,4;14141,65;Cancelada;4,6;25;13,6
18528;2024-09-22;CLI-15651;Notebook Dell;Periféricos;Sudeste;Loja Física;Pedro;Belo Horizonte;8468,9;15;14,9;108105,51;Cancelada;4,7;15;15,5
18529;2024-09-26;CLI-38761;Mouse Logitech;Periféricos;Norte;Loja Física;João;Belo Horizonte;7627,19;12;7,7;84478,76;Concluída;4,7;19;41,7
18530;21-05-2024;CLI-99733;Monitor LG;Acessórios;Sudeste;Revendedor;João;São Paulo;2733,32;2;19,1;4422,51;Cancelada;4,4;25;10,4
18531;11-02-2024;CLI-36026;Teclado Mecânico;Eletrônicos;Nordeste;Revendedor;Pedro;Curitiba;2095,03;12;27,7;18176,48;Concluída;2,3;18;34,8
18532;inválida;CLI-27928;Teclado Mecânico;Periféricos;Nordeste;Revendedor;Maria;Curitiba;2681,08;five;19,8;2150,23;Pendente;3,3;30;22,7
18533;2024/06/15 14:30:00;CLI-18796;Notebook Dell;Acessórios;Nordeste;Televendas;João;Porto Alegre;3834,86;2;13,9;6603,63;Concluída;1,6;17;
18534;01/09/2024;CLI-65159;Notebook Dell;Acessórios;Nordeste;Revendedor;Ana;Rio de Janeiro;648,19;7;0,1;4532,79;Pendente;1,4;13;40,3
18535;13/04/2024;CLI-32235;iPhone 15;Periféricos;Centro-Oeste;Televendas;João;Porto Alegre;3953,75;9;4,5;33982,48;Cancelada;1,9;13;31,4
18536;21-02-2024;CLI-13470;iPhone 15;Periféricos;Centro-Oeste;Televendas;Maria;Belo Horizonte;7148,16;15;27,9;77307,35;Pendente;3,1;25;23,9
18537;2024-08-15;CLI-87573;iPhone 15;Periféricos;Norte;Online;Carlos;Curitiba;6608,05;4;11,8;23313,2;Concluída;3,1;14;29,8
18538;2024-06-13;CLI-26115;Monitor LG;Eletrônicos;Sudeste;Revendedor;Ana;Rio de Janeiro;2535,42;12.0;26,1;3747,35;Concluída;2,0;8;41,3
18539;09-05-2024;CLI-51224;Notebook Dell;Eletrônicos;Sudeste;Online;Ana;Rio de Janeiro;;7;27,8;39966,17;Cancelada;3,5;22;39,2
18540;13-02-2024;CLI-75398;Teclado Mecânico;Eletrônicos;Sudeste;Televendas;Ana;Rio de Janeiro;8635,95;2;8,0;15890,15;Pendente;4,3;21;27,4
18541;inválida;CLI-27791;Teclado Mecânico;Periféricos;Nordeste;Televendas;Carlos;Porto Alegre;1922,48;3;13,5;4988,84;Concluída;3,6;22;40,0
18542;29-09-2024;CLI-88572;Mouse Logitech;Acessórios;Centro-Oeste;Televendas;Maria;São Paulo;5523,43;2;10,7;9864,85;Concluída;2,4;22;34,9
18543;17/12/2024;CLI-11764;Notebook Dell;Periféricos;Nordeste;Revendedor;Ana;Porto Alegre;1210,5;10;24,8;9102,96;Cancelada;1,5;9;28,7
18544;26-03-2024;CLI-93943;Monitor LG;Eletrônicos;Centro-Oeste;Revendedor;Pedro;Rio de Janeiro;2955,47;14;24,3;31322,07;Pendente;3,7;1;13,3
18545;19/09/2024;CLI-63702;Teclado Mecânico;Periféricos;Centro-Oeste;Televendas;João;São Paulo;378,27;dez;28,7;3236,48;Concluída;;18;18,9
18546;28/09/2024;CLI-68478;Teclado Mecânico;Eletrônicos;Nordeste;Online;Carlos;Belo Horizonte;8787,92;10;2,6;85594,34;Pendente;4,6;23;10,2
18547;24/04/2024;CLI-52870;Monitor LG;Acessórios;Sul;Loja Física;Carlos;Porto Alegre;7308,33;6;10,8;39114,18;Pendente;3,9;13;5,9
18548;04/02/2024;CLI-12393;Teclado Mecânico;Periféricos;Sul;Loja Física;Ana;Belo Horizonte;3706,27;10;19,1;29983,72;Cancelada;3,2;16;20,8
18549;2024-09-21;CLI-73564;Monitor LG;Eletrônicos;Norte;Revendedor;João;Belo Horizonte;115,92;8;22,4;719,63;Pendente;3,1;27;27,9
18550;inválida;CLI-31464;Notebook Dell;Periféricos;Nordeste;Loja Física;João;Belo Horizonte;2085,88;4;12,8;7275,55;Pendente;2,8;1;35,4
18551;15-Jun-2024;CLI-93514;Monitor LG;Acessórios;Sul;Televendas;Carlos;Curitiba;5409,9;1;18,6;4403,66;;4,8;13;38,6
18552;15-07-2024;CLI-18539;Notebook Dell;Periféricos;Sul;Online;Maria;Belo Horizonte;;3;7,8;707,02;Pendente;2,4;5;29,2
18553;21-10-2024;CLI-69016;iPhone 15;Acessórios;Sudeste;Televendas;Carlos;São Paulo;5567,23;9;29,1;35524,49;Concluída;1,2;16;29,4
18554;2024-12-11;CLI-68028;Notebook Dell;Eletrônicos;Nordeste;Loja Física;Pedro;Curitiba;3118,47;5;0,6;15498,8;Concluída;1,2;23;30,3
18555;08-11-2024;CLI-22909;iPhone 15;Acessórios;Sul;Loja Física;Ana;Belo Horizonte;4985,33;6;0,3;92448,94;Concluída;4,1;19;14,4
18556;18/01/2024;CLI-54293;iPhone 15;Acessórios;Sul;Revendedor;Carlos;Belo Horizonte;6414,13;13;19,9;66790,34;Pendente;3,9;4;9,5
18557;23/04/2024;CLI-77554;Notebook Dell;Acessórios;Centro-Oeste;Loja Física;Carlos;Porto Alegre;7857,6;3;10,1;21191,95;Concluída;1,5;3;5,2
18558;17-06-2024;CLI-23632;iPhone 15;Acessórios;Nordeste;Televendas;Pedro;São Paulo;1301,49;3;12,7;3408,6;Concluída;3,2;21;40,2
18559;inválida;CLI-24494;iPhone 15;Acessórios;Nordeste;Online;Ana;Curitiba;3071,97;14;22,0;33545,91;Concluída;2,9;21;11,9
18560;24-09-2024;CLI-20989;Teclado Mecânico;Periféricos;Sudeste;Televendas;Ana;Belo Horizonte;4800,09;6;14,2;24710,86;Cancelada;4,7;11;30,8
18561;07-02-2024;CLI-48212;Mouse Logitech;Eletrônicos;Norte;Online;Maria;Rio de Janeiro;1513,26;five;14,5;19407,56;Pendente;3,3;27;31,0
18562;2024-05-11;CLI-95497;Notebook Dell;Periféricos;Centro-Oeste;Revendedor;Pedro;Rio de Janeiro;2643,37;2;1,7;5196,87;Concluída;3,6;20;33,3
18563;02-04-2024;CLI-12586;iPhone 15;Acessórios;Sul;Loja Física;Maria;Belo Horizonte;1909,46;4;28,6;5453,42;Concluída;2,0;15;30,0
18564;2024-11-23;CLI-63516;Mouse Logitech;Eletrônicos;Norte;Revendedor;Pedro;Porto Alegre;1603,53;dez;26,8;5868,92;Pendente;1,5;2;19,4
18565;10/04/2024;CLI-37207;Teclado Mecânico;Eletrônicos;Nordeste;Revendedor;João;Belo Horizonte;;5;0,7;6010,93;Cancelada;2,1;2;28,5
18566;08/05/2024;CLI-70947;iPhone 15;Eletrônicos;Norte;Revendedor;João;Belo Horizonte;2370,18;13;13,8;26560,24;Pendente;1,9;8;24,7
18567;05-07-2024;CLI-23895;Monitor LG;Eletrônicos;Nordeste;Televendas;Pedro;Belo Horizonte;4020,65;14;25,2;88418,92;Concluída;1,8;13;22,1
18568;inválida;CLI-81261;Monitor LG;Eletrônicos;Centro-Oeste;Loja Física;Pedro;Porto Alegre;4429,87;15;14,9;56547,29;Cancelada;3,4;26;40,3
18569;2024-11-01;CLI-18873;iPhone 15;Periféricos;Norte;Televendas;Carlos;Porto Alegre;2342,98;6;6,5;40746,77;Concluída;1,2;3;36,8
18570;23/02/2024;CLI-90891;Notebook Dell;Periféricos;Centro-Oeste;Televendas;João;Rio de Janeiro;7851,29;1;7,1;7293,85;Cancelada;4,3;6;28,5
18571;2024-08-03;CLI-70699;iPhone 15;Periféricos;Sul;Online;Ana;Belo Horizonte;8502,54;3;29,6;17957,36;Concluída;4,7;3;5,2
18572;27-03-2024;CLI-14583;Teclado Mecânico;Acessórios;Centro-Oeste;Online;Maria;Curitiba;8458,07;2;26,4;12450,28;Pendente;3,7;20;27,4
18573;02/02/2024;CLI-98342;Mouse Logitech;Periféricos;Sudeste;Online;João;Porto Alegre;7566,14;1;29,9;5303,86;Concluída;2,2;2;36,1
18574;2024/06/15 14:30:00;CLI-79575;iPhone 15;Acessórios;Centro-Oeste;Online;Pedro;São Paulo;2682,49;13;14,0;29990,24;Concluída;1,4;27;
18575;12/04/2024;CLI-21225;Teclado Mecânico;Periféricos;Nordeste;Revendedor;Maria;Porto Alegre;5985,26;12.0;5,5;62216,78;Pendente;4,3;22;18,4
18576;07/07/2024;CLI-49441;Monitor LG;Acessórios;Sudeste;Loja Física;Maria;Porto Alegre;7841,56;14;2,5;224778,31;Pendente;1,5;30;30,8
18577;inválida;CLI-74949;iPhone 15;Acessórios;Sul;Revendedor;João;São Paulo;5408,48;5;18,6;22012,51;Concluída;2,4;5;19,4
18578;2024-04-28;CLI-44809;Notebook Dell;Eletrônicos;Centro-Oeste;Loja Física;Maria;São Paulo;;2;25,0;9225,7;Concluída;3,6;13;18,1
18579;30-12-2024;CLI-42620;Notebook Dell;Periféricos;Sudeste;Televendas;Maria;Belo Horizonte;128,17;1;19,7;102,92;Cancelada;3,7;27;16,9
18580;06-02-2024;CLI-63284;Monitor LG;Eletrônicos;Norte;Televendas;João;Porto Alegre;3397,28;7;9,6;21497,99;Pendente;1,5;21;5,7
18581;2024-04-22;CLI-45719;Notebook Dell;Acessórios;Nordeste;Loja Física;Pedro;Porto Alegre;2647,73;11;21,7;22804,9;Pendente;4,3;5;12,9
18582;2024-04-15;CLI-23591;Teclado Mecânico;Periféricos;Sudeste;Televendas;Ana;Curitiba;7155,01;3;13,2;18631,65;Cancelada;4,5;25;21,4
18583;2024-09-17;CLI-16791;Mouse Logitech;Periféricos;Centro-Oeste;Revendedor;Ana;Rio de Janeiro;5827,49;dez;25,8;38915,98;Cancelada;3,2;11;30,4
18584;2024-08-28;CLI-62744;Teclado Mecânico;Periféricos;Norte;Loja Física;João;São Paulo;2375,0;4;9,6;8588,0;Cancelada;4,3;9;36,3
18585;10/04/2024;CLI-12790;iPhone 15;Acessórios;Centro-Oeste;Online;Carlos;Belo Horizonte;8262,57;9;23,6;56813,43;Concluída;1,1;29;31,8
18586;inválida;CLI-75633;Teclado Mecânico;Eletrônicos;Norte;Revendedor;Maria;São Paulo;6491,8;7;23,2;34899,92;Cancelada;2,9;17;9,4
18587;2024-05-19;CLI-63038;iPhone 15;Acessórios;Centro-Oeste;Televendas;João;Rio de Janeiro;6180,61;8;9,3;44846,51;Concluída;4,3;2;33,2
18588;01/02/2024;CLI-87061;Monitor LG;Eletrônicos;Norte;Online;Pedro;São Paulo;3210,54;9;24,1;21931,2;Pendente;1,2;6;43,6
18589;2024-04-17;CLI-49811;Teclado Mecânico;Periféricos;Centro-Oeste;Televendas;João;Rio de Janeiro;4107,88;7;22,1;22400,27;Concluída;3,3;14;9,1
18590;2024-12-02;CLI-83069;Monitor LG;Eletrônicos;Sul;Televendas;João;Porto Alegre;3422,18;five;13,4;35563,29;Pendente;3,9;19;6,9
18591;17/04/2024;CLI-22362;Teclado Mecânico;Periféricos;Norte;Loja Física;Ana;Belo Horizonte;;4;12,4;16727,15;Concluída;4,1;12;28,2
18592;09/03/2024;CLI-15372;Notebook Dell;Eletrônicos;Sul;Loja Física;Ana;Curitiba;848,45;15;20,6;10105,04;Concluída;2,7;26;18,0
18593;17-04-2024;CLI-46378;iPhone 15;Eletrônicos;Sul;Online;Pedro;Belo Horizonte;6351,65;8;21,4;39939,18;Pendente;3,4;8;35,9
18594;12/06/2024;CLI-79714;Mouse Logitech;Eletrônicos;Nordeste;Televendas;João;Rio de Janeiro;7500,22;3;5,9;21173,12;Pendente;4,6;24;42,0
18595;inválida;CLI-94346;iPhone 15;Acessórios;Sul;Revendedor;João;Belo Horizonte;754,64;11;14,8;7072,49;Concluída;4,4;18;8,4
18596;26-01-2024;CLI-41176;iPhone 15;Acessórios;Sul;Revendedor;Maria;São Paulo;6860,21;11;17,1;62558,25;Cancelada;4,4;21;29,0
18597;2024-03-16;CLI-15310;Notebook Dell;Acessórios;Sul;Televendas;Maria;Belo Horizonte;8198,3;3;5,0;23365,15;Concluída;4,0;23;18,3
18598;2024-05-15;CLI-47403;Monitor LG;Eletrônicos;Norte;Online;Maria;São Paulo;3026,91;15;15,3;38456,89;Pendente;3,4;19;26,4
18599;11-06-2024;CLI-31292;iPhone 15;Periféricos;Sudeste;Revendedor;Pedro;Belo Horizonte;8348,94;7;11,8;51546,36;Pendente;4,1;15;41,1
18600;15/11/2024;CLI-78755;Monitor LG;Acessórios;Sul;Loja Física;João;Curitiba;5843,74;5;9,1;26559,8;Pendente;4,8;4;10,3
18601;2024-12-11;CLI-96218;Monitor LG;Periféricos;Norte;Online;Carlos;Rio de Janeiro;1162,77;1;0,4;1158,12;Concluída;3,6;9;27,1
18602;11-10-2024;CLI-18558;Notebook Dell;Eletrônicos;Nordeste;Loja Física;Maria;São Paulo;7652,56;dez;28,6;65567,13;Concluída;3,5;10;13,4
18603;30/05/2024;CLI-28872;Notebook Dell;Acessórios;Nordeste;Online;Maria;Curitiba;7342,38;1;17,3;6072,15;Cancelada;2,2;26;37,1
18604;15-Jun-2024;CLI-11454;Mouse Logitech;Eletrônicos;Centro-Oeste;Loja Física;Maria;Rio de Janeiro;;12;26,4;72200,81;;2,1;27;26,1
18605;18-01-2024;CLI-87781;iPhone 15;Acessórios;Nordeste;Loja Física;João;Belo Horizonte;8409,83;11;16,6;77151,78;Pendente;3,6;24;35,2
18606;03-06-2024;CLI-25068;Monitor LG;Eletrônicos;Sul;Televendas;Maria;Belo Horizonte;448,91;15;27,0;4915,56;Cancelada;;8;16,8
18607;13-04-2024;CLI-99244;Notebook Dell;Eletrônicos;Sudeste;Televendas;João;São Paulo;7390,34;14;19,5;83289,13;Concluída;2,1;8;7,8
